id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;10;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;3 4 11 17 18 19 20 21 25 33
100;3;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;2 8 25
101;2;1041.8750;40.0000;1000.0000;0.0000;0.0000;1.8750;2 8
102;4;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;0 1 8 25
106;3;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;8 31 32
107;4;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;3 12 25 29
110;3;1041.8333;40.0000;1000.0000;0.0000;0.0000;1.8333;8 25 33
111;4;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;0 8 25 26
112;2;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;8 11
113;13;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;0 1 4 7 9 13 17 18 19 20 21 28 34
114;6;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;6 7 17 19 21 34
117;6;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;3 11 12 29 31 32
118;10;1042.2500;40.0000;1000.0000;0.0000;0.0000;2.2500;5 10 14 15 16 22 23 24 35 36
120;10;1041.5750;40.0000;1000.0000;0.0000;0.0000;1.5750;2 3 11 12 14 22 29 33 35 37
121;4;1042.2500;40.0000;1000.0000;0.0000;0.0000;2.2500;8 11 12 25
123;3;1042.1667;40.0000;1000.0000;0.0000;0.0000;2.1667;3 8 25
124;14;1042.5000;40.0000;1000.0000;0.0000;0.0000;2.5000;0 1 3 4 8 9 11 12 19 20 21 28 30 33
125;7;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;2 3 8 12 25 29 36
126;5;1042.4500;40.0000;1000.0000;0.0000;0.0000;2.4500;8 25 26 31 32
127;3;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;8 31 32
130;7;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;3 11 12 29 31 32 33
15;4;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;8 29 31 32
18;7;1042.6071;40.0000;1000.0000;0.0000;0.0000;2.6071;2 7 8 25 29 31 32
