id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;5;40.2500;30.0000;0.9000;0.0000;7.5000;1.8500;7 22 40 47 51
100;6;41.2317;28.0000;1.0000;0.5150;9.8000;1.9167;10 22 24 37 48 51
101;5;39.4500;28.0000;1.1500;0.0000;8.4000;1.9000;6 15 36 44 55
102;5;38.8500;28.0000;0.6000;0.0000;8.4000;1.8500;11 25 37 48 53
106;4;39.3792;28.0000;1.1250;0.0417;8.4000;1.8125;6 26 34 55
107;4;39.2750;28.0000;0.7500;0.0000;8.4000;2.1250;5 36 43 54
110;5;40.4500;30.0000;1.0000;0.0000;7.5000;1.9500;13 25 43 46 50
111;4;41.1333;28.0000;1.0833;0.0000;9.8000;2.2500;3 10 30 50
112;4;40.7750;28.0000;2.7500;0.0000;8.4000;1.6250;8 14 34 54
113;5;39.2000;28.0000;0.7000;0.0000;8.4000;2.1000;8 24 37 48 53
114;5;40.4000;28.0000;2.2000;0.0000;8.4000;1.8000;9 18 37 47 51
117;5;39.2000;28.0000;0.5500;0.0000;8.4000;2.2500;12 14 36 40 51
118;5;39.9000;28.0000;1.4000;0.0000;8.4000;2.1000;10 17 37 47 53
120;6;42.2417;28.0000;1.2500;0.0000;11.2000;1.7917;3 17 36 38 49 52
121;4;40.3750;30.0000;1.0000;0.0000;7.5000;1.8750;1 43 47 54
123;5;40.3500;30.0000;1.0000;0.0000;7.5000;1.8500;6 24 39 48 50
124;5;40.6000;30.0000;1.1000;0.0000;7.5000;2.0000;11 24 38 49 50
125;7;43.3143;28.0000;0.8571;0.0000;12.6000;1.8571;10 16 21 24 25 35 54
126;6;43.6167;28.0000;2.8333;0.0000;11.2000;1.5833;13 22 24 34 49 53
127;3;38.5389;28.0000;0.8889;0.0000;8.4000;1.2500;4 34 52
130;4;40.5567;28.0000;1.5000;0.2817;8.4000;2.3750;13 24 34 54
15;4;39.4625;28.0000;0.7500;0.0000;8.4000;2.3125;9 16 31 50
18;8;43.5375;28.0000;0.9688;0.0000;12.6000;1.9688;10 22 24 25 37 41 49 53
19;5;39.5000;28.0000;0.5500;0.0000;8.4000;2.5500;11 22 37 47 54
2;4;40.2125;28.0000;2.0000;0.0000;8.4000;1.8125;9 26 32 54
21;3;39.8444;28.0000;1.2778;0.0000;8.4000;2.1667;23 34 53
23;5;39.4217;28.0000;0.7500;0.0717;8.4000;2.2000;6 21 36 42 53
24;5;39.5000;28.0000;1.1000;0.0000;8.4000;2.0000;13 21 37 46 50
27;4;39.3167;28.0000;0.9167;0.0000;8.4000;2.0000;13 14 34 51
28;5;40.6000;30.0000;1.0000;0.0000;7.5000;2.1000;11 19 43 46 52
29;5;40.2000;30.0000;0.9000;0.0000;7.5000;1.8000;8 16 43 46 53
3;6;41.2583;28.0000;1.3333;0.0000;9.8000;2.1250;6 16 21 36 43 51
31;5;40.9667;28.0000;1.3667;0.0000;9.8000;1.8000;11 21 25 35 55
32;4;40.7750;28.0000;2.7500;0.0000;8.4000;1.6250;6 17 32 53
33;5;40.5000;28.0000;0.8000;0.0000;9.8000;1.9000;10 11 24 31 54
34;4;39.2750;28.0000;0.7500;0.0000;8.4000;2.1250;11 21 33 51
35;5;39.4000;30.0000;0.4000;0.0000;7.5000;1.5000;8 26 40 47 52
36;5;38.8500;28.0000;0.7000;0.0000;8.4000;1.7500;7 22 37 48 53
37;4;39.2267;28.0000;1.0000;0.2017;8.4000;1.6250;7 22 34 50
41;4;38.4833;28.0000;0.0833;0.0000;8.4000;2.0000;10 14 32 52
42;5;40.4500;28.0000;2.4000;0.0000;8.4000;1.6500;11 21 36 38 51
45;4;39.0458;28.0000;0.8333;0.0000;8.4000;1.8125;6 14 32 54
46;5;40.7500;28.0000;2.4000;0.0000;8.4000;1.9500;8 14 37 48 51
48;5;41.4567;28.0000;1.2667;0.0900;9.8000;2.3000;13 21 31 49 51
49;4;39.0250;28.0000;1.0000;0.0000;8.4000;1.6250;6 14 34 50
5;4;39.0667;28.0000;0.7917;0.0000;8.4000;1.8750;6 15 35 53
53;6;43.9083;28.0000;2.6667;0.0000;11.2000;2.0417;7 16 21 30 49 51
54;9;44.5833;28.0000;0.7222;0.0000;14.0000;1.8611;11 15 16 24 25 36 38 48 55
56;7;42.3071;28.0000;0.8214;0.0000;11.2000;2.2857;9 10 21 24 36 41 52
57;4;41.7750;28.0000;3.5000;0.0000;8.4000;1.8750;10 20 31 50
58;4;38.7750;28.0000;0.5625;0.0000;8.4000;1.8125;3 36 40 53
59;3;38.3167;28.0000;0.3333;0.0000;8.4000;1.5833;10 17 27
6;5;40.1000;28.0000;1.2000;0.0000;8.4000;2.5000;6 26 37 48 52
61;5;39.3500;28.0000;0.3500;0.0000;8.4000;2.6000;6 15 36 43 51
62;5;39.1500;28.0000;0.9000;0.0000;8.4000;1.8500;6 25 37 49 50
63;3;38.6500;28.0000;1.0000;0.0000;8.4000;1.2500;7 15 27
65;5;40.1000;28.0000;0.6000;0.0000;9.8000;1.7000;11 21 25 35 50
67;5;40.1500;28.0000;1.6500;0.0000;8.4000;2.1000;12 15 37 46 53
68;4;39.6500;28.0000;1.2500;0.0000;8.4000;2.0000;8 14 33 52
7;3;39.9833;28.0000;1.6667;0.0000;8.4000;1.9167;1 35 53
71;5;38.5000;28.0000;0.2000;0.0000;8.4000;1.9000;10 17 36 43 54
72;5;41.6833;28.0000;1.5333;0.0000;9.8000;2.3500;10 21 30 49 54
74;4;39.9417;28.0000;0.9167;0.0000;8.4000;2.6250;8 22 30 52
76;5;39.0000;28.0000;0.9000;0.0000;8.4000;1.7000;6 26 36 43 50
77;4;39.3375;28.0000;1.3125;0.0000;8.4000;1.6250;1 36 43 50
79;5;40.2000;30.0000;0.9000;0.0000;7.5000;1.8000;6 26 43 48 50
80;4;38.2333;28.0000;0.3333;0.0000;8.4000;1.5000;11 24 32 50
81;3;40.1917;28.0000;1.4583;0.0000;8.4000;2.3333;8 24 29
82;3;38.3722;28.0000;0.5556;0.0000;8.4000;1.4167;23 32 52
83;6;44.2417;28.0000;2.6667;0.0000;11.2000;2.3750;3 10 21 37 49 51
84;4;39.6125;28.0000;0.4375;0.0000;9.8000;1.3750;3 25 34 53
85;5;42.9667;28.0000;2.0667;0.0000;11.2000;1.7000;3 21 35 41 51
88;5;40.5000;28.0000;1.2000;0.0000;8.4000;2.9000;10 24 37 47 51
89;5;41.5333;28.0000;1.0333;0.0000;9.8000;2.7000;10 15 21 31 53
90;5;39.1000;28.0000;0.6000;0.0000;8.4000;2.1000;10 17 36 45 53
91;5;40.3500;30.0000;0.8000;0.0000;7.5000;2.0500;9 22 39 49 51
92;5;41.8833;28.0000;0.8333;0.0000;11.2000;1.8500;3 17 21 31 53
